country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Gini coefficient
Spain,2016,6.318612098693848,10.414787292480469,0.9417368173599243,74.36359405517578,0.7681737542152405,-0.057693831622600555,0.8185585737228394,0.652816116809845,0.30082935094833374,0.3025166690349579,0.7731038928031921,0.9065953493118286,0.38463249802589417
Sweden,2016,7.368744373321533,10.750686645507812,0.9120606780052185,72.74526977539062,0.9180364012718201,0.1316264122724533,0.24618244171142578,0.8156951069831848,0.20060691237449646,0.48579132556915283,1.2415997982025146,1.9765130281448364,0.4251170754432678
Switzerland,2016,7.45851993560791,10.95832347869873,0.9276282787322998,73.17375946044922,0.9339470863342285,0.07572245597839355,0.30156296491622925,0.7794708013534546,0.2063167244195938,0.7985367178916931,1.3902435302734375,1.980968713760376,0.5107927322387695
Taiwan Province of China,2016,6.512850761413574,,0.8949892520904541,70.97999572753906,0.7189251780509949,,0.8105210065841675,0.8331528902053833,0.1083054170012474,0.40471333265304565,0.9811609983444214,1.163956642150879,0.39637091755867004
Tajikistan,2016,5.1037211418151855,7.923922061920166,0.8566569685935974,62.81229782104492,0.7030268907546997,0.009380149655044079,0.6318878531455994,0.6444846391677856,0.21979966759681702,0.8448877334594727,-1.2324591875076294,-1.0912914276123047,0.3363246023654938
Tanzania,2016,2.9027342796325684,7.856814861297607,0.6377559304237366,55.99645233154297,0.7754849195480347,0.17036719620227814,0.7392472624778748,0.6935523748397827,0.2459859549999237,0.8995608687400818,-0.2932016849517822,-0.4706769287586212,0.6071478128433228
Thailand,2016,6.073639869689941,9.660334587097168,0.9075436592102051,66.23931884765625,0.9241456985473633,0.345258891582489,0.8779783844947815,0.8347583413124084,0.21787966787815094,0.6459250450134277,-1.0152791738510132,0.028222355991601944,0.4759054481983185
Togo,2016,3.8785784244537354,7.2313666343688965,0.5094409584999084,51.957820892333984,0.7302867770195007,-0.0021635915618389845,0.8150441646575928,0.6042441725730896,0.4828858971595764,0.4858599007129669,-0.35306790471076965,-0.8093352317810059,0.49921944737434387
Tunisia,2016,4.521453380584717,9.282848358154297,0.7018221020698547,65.72189331054688,0.6144383549690247,-0.17953699827194214,0.8107456564903259,0.6123411059379578,0.37810826301574707,0.3474312424659729,-0.32955092191696167,-0.19398505985736847,0.38867470622062683
Turkey,2016,5.326221942901611,10.075611114501953,0.8799946308135986,65.57377624511719,0.644146740436554,-0.07536262273788452,0.7637065649032593,0.4651506543159485,0.38996294140815735,0.5837282538414001,-1.3165721893310547,-0.028506113216280937,0.33757996559143066
Turkmenistan,2016,5.887051582336426,9.658122062683105,0.9290322661399841,60.259037017822266,0.7485044002532959,-0.02093404531478882,,0.6363886594772339,0.2554992437362671,,-1.2197649478912354,-1.5633004903793335,0.2234702855348587
Uganda,2016,4.2332611083984375,7.430756092071533,0.7535402178764343,51.46006393432617,0.7394097447395325,0.14468221366405487,0.8110697865486145,0.6679761409759521,0.4100666642189026,0.67156583070755,-0.717801034450531,-0.5226826667785645,0.6555370092391968
Ukraine,2016,4.028690338134766,8.944818496704102,0.8849613666534424,63.170753479003906,0.5025418996810913,0.02864750102162361,0.8910751342773438,0.5887216925621033,0.21962425112724304,0.12565340101718903,-0.9333153367042542,-0.6546372175216675,0.38591551780700684
United Arab Emirates,2016,6.8309502601623535,11.114432334899902,0.84937983751297,68.44501495361328,0.949119508266449,0.10618266463279724,,0.7751284837722778,0.2446679025888443,,-0.3404560089111328,1.137473464012146,0.5313806533813477
United Kingdom,2016,6.824283599853516,10.577193260192871,0.9540681838989258,71.79316711425781,0.8211921453475952,0.2398369014263153,0.4583132863044739,0.775853157043457,0.22958678007125854,0.4086320698261261,0.808277428150177,1.7197837829589844,0.38293179869651794
United States,2016,6.803599834442139,10.884475708007812,0.8967512845993042,69.77091979980469,0.7578930854797363,0.12846603989601135,0.7389195561408997,0.8056735396385193,0.264203816652298,0.2972056567668915,0.7287487387657166,1.4937175512313843,0.6933149099349976
Uruguay,2016,6.171485424041748,9.905831336975098,0.9003809094429016,68.24830627441406,0.886371910572052,-0.0859544649720192,0.6762127876281738,0.8415488600730896,0.28318026661872864,0.42313259840011597,1.140277624130249,0.7476207613945007,0.4281628727912903
Uzbekistan,2016,5.892539024353027,8.705972671508789,0.9451021552085876,63.03154373168945,0.9838030338287354,0.20218463242053986,,0.8416762948036194,0.14689765870571136,0.9780451059341431,-1.1152130365371704,-1.1363945007324219,0.5644083619117737
Venezuela,2016,4.041114807128906,9.534058570861816,0.9019492864608765,64.74676513671875,0.4576015770435333,-0.20690684020519257,0.8901246786117554,0.6882012486457825,0.3917541205883026,0.16402152180671692,-1.0804485082626343,-1.7153352499008179,0.39718297123908997
Vietnam,2016,5.062267303466797,8.69202995300293,0.8763235807418823,66.07563781738281,0.8943511247634888,-0.09015191346406937,0.7992401719093323,0.5362257361412048,0.2225501984357834,,-0.6192716956138611,-0.19797565042972565,0.436877965927124
Yemen,2016,3.8256309032440186,7.751505374908447,0.7754070162773132,54.79666519165039,0.5329640507698059,-0.1571623980998993,,0.4693453907966614,0.22792452573776245,0.26758119463920593,-2.2227659225463867,-1.6421791315078735,0.41102075576782227
Zambia,2016,4.347543716430664,8.20164966583252,0.7670466303825378,53.26715087890625,0.8115745186805725,0.1122729554772377,0.7706435918807983,0.7306795120239258,0.37224072217941284,0.6968915462493896,-0.05847081542015076,-0.4600328505039215,0.6813925504684448
Zimbabwe,2016,3.7354001998901367,7.538829326629639,0.7684254050254822,51.80006790161133,0.7329714894294739,-0.06528312712907791,0.7236120104789734,0.7376359105110168,0.2085549235343933,0.6993440389633179,-0.8630439639091492,-1.3712142705917358,0.5966901779174805
